PID,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Neighborhood,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
923252100,RL,59.0,6490,No Access,Reg,Lvl,Inside,Mitchel,1Story,5,7,1983,1983,Gable,None,0.0,TA,CBlock,282.0,816.0,Ex,Y,816,0,0,816,0.0,1.0,1,0,2,1,TA,4,0,No Fireplace,Attchd,Unf,1.0,264.0,Y,315,0,0,0,0,0,0,4,2008,WD ,128500
909177120,RL,60.0,7290,No Access,Reg,Lvl,Corner,SWISU,1Story,7,8,1921,1950,Gable,BrkFace,174.0,TA,BrkTil,1228.0,1228.0,Ex,Y,1424,0,0,1424,0.0,0.0,2,0,2,1,TA,7,1,Gd,Attchd,Unf,1.0,312.0,Y,0,0,90,0,0,0,0,4,2008,WD ,168000
527402240,RL,0.0,7472,No Access,IR1,Lvl,CulDSac,NAmes,2Story,7,9,1972,2004,Gable,BrkFace,138.0,TA,CBlock,99.0,725.0,Gd,Y,725,754,0,1479,1.0,0.0,1,1,4,1,Gd,7,0,No Fireplace,Attchd,Fin,2.0,484.0,Y,0,32,0,0,0,0,0,6,2007,WD ,184000
535478110,RL,70.0,7000,No Access,Reg,Lvl,Inside,NAmes,SFoyer,5,5,1962,1962,Gable,None,0.0,TA,CBlock,72.0,1025.0,TA,Y,1025,0,0,1025,1.0,0.0,1,0,3,1,TA,6,0,No Fireplace,No Garage,No Garage,0.0,0.0,Y,96,80,0,0,0,0,0,3,2006,WD ,124000
534127130,RL,0.0,11717,No Access,IR1,Lvl,Inside,NWAmes,1Story,6,6,1970,1970,Hip,BrkFace,571.0,TA,CBlock,1442.0,1442.0,TA,Y,1442,0,0,1442,0.0,0.0,2,0,2,1,TA,6,1,TA,Attchd,RFn,2.0,615.0,Y,371,0,0,0,0,0,0,2,2009,WD ,185000
528240080,RL,106.0,11194,No Access,IR1,Lvl,Corner,Gilbert,2Story,8,5,2000,2000,Gable,BrkFace,40.0,Gd,PConc,1406.0,1406.0,Ex,Y,1454,482,0,1936,0.0,0.0,2,1,3,1,Gd,7,1,TA,Attchd,RFn,2.0,504.0,Y,188,124,0,0,0,0,0,11,2006,WD ,230500
907285010,RL,90.0,11250,No Access,IR1,Lvl,Corner,CollgCr,2Story,7,5,1998,1998,Gable,BrkFace,227.0,TA,PConc,258.0,1054.0,Ex,Y,1070,869,0,1939,0.0,1.0,2,1,3,1,Gd,8,1,TA,Attchd,RFn,3.0,555.0,Y,128,84,0,0,0,0,0,5,2006,WD ,227000
907414080,RL,64.0,8633,No Access,Reg,Lvl,FR2,CollgCr,2Story,6,5,2005,2005,Gable,None,0.0,Gd,PConc,545.0,738.0,Ex,Y,738,738,0,1476,1.0,0.0,2,1,3,1,Gd,7,0,No Fireplace,Attchd,Fin,2.0,540.0,Y,100,35,0,0,0,0,0,2,2009,WD ,173500
534201300,RL,70.0,8400,No Access,Reg,Lvl,Inside,NAmes,SFoyer,5,6,1968,1968,Gable,None,0.0,TA,CBlock,89.0,833.0,Gd,Y,898,0,0,898,1.0,0.0,1,0,3,1,TA,6,0,No Fireplace,Attchd,RFn,1.0,326.0,Y,143,0,0,0,0,0,0,8,2006,WD ,140000
528439010,RL,87.0,10037,No Access,Reg,Lvl,Corner,Somerst,1Story,8,5,2006,2007,Hip,No Vnr,0.0,Gd,PConc,794.0,1460.0,Ex,Y,1460,0,0,1460,0.0,0.0,2,0,3,1,Gd,6,1,Gd,Attchd,Fin,2.0,480.0,Y,0,20,0,0,0,0,0,8,2008,WD ,247000
905107310,RL,0.0,8014,No Access,IR1,Lvl,CulDSac,Sawyer,SFoyer,6,5,1978,1978,Gable,BrkFace,23.0,TA,CBlock,0.0,456.0,TA,Y,1034,0,0,1034,0.0,1.0,1,0,3,1,TA,5,1,Fa,Basment,Fin,2.0,504.0,Y,0,0,0,0,0,0,0,6,2009,WD ,149900
907202010,RL,0.0,12250,No Access,IR1,Lvl,Inside,CollgCr,1Story,5,6,1978,1978,Gable,BrkFace,180.0,TA,CBlock,83.0,864.0,Ex,Y,1174,0,0,1174,1.0,0.0,1,0,3,1,TA,5,0,No Fireplace,Attchd,Unf,2.0,528.0,Y,211,0,280,0,0,0,0,5,2008,WD ,158000
533223100,FV,0.0,2403,No Access,IR1,Lvl,FR2,Somerst,2Story,7,5,2003,2003,Gable,None,0.0,Gd,PConc,286.0,530.0,Ex,Y,530,550,0,1080,0.0,0.0,2,1,2,1,Gd,4,0,No Fireplace,Attchd,RFn,2.0,496.0,Y,0,50,0,0,0,0,0,6,2010,WD ,147110
903454080,RM,50.0,8600,No Access,Reg,Bnk,Inside,IDOTRR,1.5Fin,6,6,1937,1950,Gable,None,0.0,TA,BrkTil,780.0,780.0,TA,Y,780,596,0,1376,0.0,0.0,2,0,3,1,TA,7,1,Gd,Detchd,Unf,1.0,198.0,N,0,0,0,0,0,0,0,6,2006,WD ,119500
909275080,RL,60.0,13680,No Access,Reg,HLS,Inside,Crawfor,1.5Fin,5,6,1940,1950,Gable,None,0.0,TA,CBlock,112.0,840.0,Ex,Y,840,727,0,1567,1.0,0.0,1,1,2,1,TA,6,2,TA,Detchd,Unf,2.0,440.0,Y,0,21,150,0,0,0,0,2,2009,WD ,205000
535379110,RL,60.0,10800,Grvl,Reg,Lvl,Inside,OldTown,2Story,5,9,1895,1999,Gable,None,0.0,TA,CBlock,736.0,736.0,Ex,Y,751,783,0,1534,0.0,0.0,1,1,3,1,Gd,6,0,No Fireplace,No Garage,No Garage,0.0,0.0,N,0,112,0,0,0,0,0,7,2007,WD ,148000
527146030,RL,39.0,5389,No Access,IR1,Lvl,Inside,StoneBr,1Story,8,5,1995,1996,Gable,None,0.0,Gd,PConc,415.0,1595.0,Ex,Y,1616,0,0,1616,1.0,0.0,2,0,2,1,Gd,5,1,TA,Attchd,RFn,2.0,608.0,Y,237,152,0,0,0,0,0,3,2010,WD ,236500
909176180,RL,60.0,10890,No Access,Reg,Lvl,Inside,SWISU,1.5Fin,5,5,1938,1950,Gable,None,0.0,TA,BrkTil,128.0,1058.0,TA,Y,1058,493,0,1551,1.0,0.0,2,0,3,1,Fa,6,0,No Fireplace,Detchd,Unf,1.0,240.0,Y,0,0,0,0,0,0,0,7,2006,WD ,137000
534431130,RL,68.0,9768,No Access,Reg,Lvl,Inside,NAmes,1Story,5,5,1955,1955,Gable,None,0.0,TA,CBlock,613.0,960.0,Gd,Y,960,0,0,960,1.0,0.0,1,0,2,1,TA,5,0,No Fireplace,Attchd,RFn,1.0,330.0,Y,0,70,0,0,0,0,0,2,2009,WD ,122000
528222030,RL,73.0,8993,No Access,IR1,Lvl,Inside,Gilbert,1Story,7,5,2007,2007,Gable,None,0.0,Gd,PConc,1302.0,1302.0,Ex,Y,1302,0,0,1302,0.0,0.0,2,0,3,1,Gd,6,0,No Fireplace,Attchd,Fin,2.0,436.0,Y,0,22,0,0,0,0,0,8,2007,New,176485
903400030,RL,50.0,11672,Pave,IR2,Lvl,Inside,BrkSide,1Story,5,5,1925,1950,Gable,None,0.0,TA,BrkTil,816.0,816.0,TA,Y,816,0,0,816,0.0,0.0,1,0,2,1,TA,4,0,No Fireplace,Detchd,Unf,1.0,210.0,N,168,0,112,0,0,0,0,7,2006,WD ,109000
916253320,RM,0.0,9763,No Access,IR1,Lvl,Inside,GrnHill,1Story,7,5,1998,1998,Gable,BrkFace,239.0,Gd,PConc,328.0,1502.0,Ex,Y,1502,0,0,1502,1.0,0.0,1,1,1,1,Gd,5,1,TA,Attchd,Fin,1.0,286.0,Y,0,0,0,0,0,0,0,9,2007,WD ,330000
902100020,RM,56.0,9836,Grvl,Reg,Bnk,Inside,OldTown,1Story,6,5,2008,2008,Gable,None,0.0,TA,PConc,96.0,192.0,Gd,N,1133,0,0,1133,1.0,0.0,1,0,3,1,TA,7,0,No Fireplace,Detchd,Unf,1.0,308.0,Y,0,175,0,0,0,0,0,12,2008,WD ,143000
528340030,RL,89.0,10557,No Access,IR1,Lvl,Inside,NoRidge,2Story,9,5,1998,1998,Gable,BrkFace,422.0,Gd,PConc,736.0,1408.0,Ex,Y,1671,1407,0,3078,1.0,0.0,2,1,4,1,Gd,9,1,TA,Attchd,Fin,3.0,806.0,Y,108,87,0,0,0,0,0,7,2007,WD ,410000
531380110,RL,70.0,8462,No Access,IR1,Lvl,Inside,SawyerW,2Story,6,5,1994,1994,Gable,BrkFace,105.0,Gd,PConc,114.0,928.0,Ex,Y,936,785,0,1721,0.0,1.0,2,1,3,1,Gd,7,0,No Fireplace,Attchd,RFn,2.0,471.0,Y,300,87,0,0,0,0,0,7,2007,WD ,201000
535380130,RL,60.0,10818,Grvl,Reg,Lvl,Inside,OldTown,1.5Fin,4,4,1910,1950,Gable,None,0.0,TA,BrkTil,1077.0,1077.0,TA,Y,981,779,0,1760,0.0,0.0,1,1,4,1,TA,7,1,TA,Detchd,Unf,2.0,648.0,Y,120,0,96,0,0,0,0,2,2006,COD,80000
909282020,RL,61.0,7259,No Access,IR1,Lvl,Inside,Crawfor,2Story,6,8,1945,2002,Gambrel,None,0.0,TA,CBlock,104.0,1028.0,Ex,Y,1436,884,0,2320,1.0,0.0,2,1,3,1,Gd,9,1,TA,Detchd,Unf,1.0,180.0,Y,224,0,0,0,0,0,0,7,2007,WD ,259500
916477060,RL,0.0,11800,No Access,IR1,Lvl,Inside,Timber,2Story,7,5,2003,2004,Gable,BrkFace,94.0,Gd,PConc,356.0,1122.0,Ex,Y,1146,1340,0,2486,1.0,0.0,3,1,5,1,Gd,10,1,Gd,BuiltIn,Fin,2.0,452.0,Y,143,32,0,0,0,0,0,7,2007,WD ,279900
535453070,RL,75.0,7500,No Access,Reg,Lvl,Inside,NAmes,1Story,5,7,1959,1994,Hip,None,0.0,TA,CBlock,0.0,1246.0,Ex,Y,1246,0,0,1246,1.0,0.0,1,1,3,1,Gd,6,0,No Fireplace,Attchd,RFn,1.0,305.0,Y,218,0,0,0,0,0,0,5,2010,WD ,154000
906426060,RL,0.0,159000,No Access,IR2,Low,CulDSac,ClearCr,1.5Fin,6,7,1958,2006,Gable,BrkCmn,472.0,Gd,CBlock,747.0,1444.0,Gd,Y,1444,700,0,2144,0.0,1.0,2,0,4,1,Gd,7,2,TA,Attchd,Fin,2.0,389.0,Y,0,98,0,0,0,0,500,6,2007,WD ,277000
905403050,RL,62.0,6488,No Access,Reg,Lvl,Inside,Edwards,1.5Fin,5,5,1942,1950,Gable,None,0.0,TA,BrkTil,569.0,799.0,Ex,N,799,351,0,1150,0.0,0.0,1,0,3,1,TA,6,2,TA,BuiltIn,Unf,1.0,215.0,Y,264,0,0,0,0,0,0,3,2006,WD ,128000
528108010,RL,110.0,14230,No Access,Reg,Lvl,Corner,NridgHt,1Story,8,5,2007,2007,Gable,Stone,640.0,Gd,PConc,1566.0,1566.0,Ex,Y,1600,0,0,1600,0.0,0.0,2,0,3,1,Gd,7,1,Gd,Attchd,RFn,3.0,890.0,Y,0,56,0,0,0,0,0,7,2009,WD ,256300
909276210,RL,110.0,7810,No Access,IR1,HLS,Inside,Crawfor,1.5Fin,4,6,1930,2003,Gable,None,0.0,TA,BrkTil,741.0,930.0,Ex,Y,1230,525,0,1755,0.0,0.0,2,0,4,1,Gd,7,1,TA,Detchd,Unf,1.0,231.0,Y,0,40,0,0,0,0,0,11,2007,WD ,188000
916475100,RL,85.0,14331,No Access,Reg,Lvl,Inside,Timber,1Story,8,5,2002,2002,Hip,BrkFace,630.0,Gd,PConc,526.0,1800.0,Ex,Y,1800,0,0,1800,1.0,0.0,2,0,3,1,Gd,7,1,Gd,Attchd,Fin,3.0,765.0,Y,270,78,0,0,0,0,0,5,2006,WD ,312500
533212010,FV,30.0,3182,Pave,Reg,Lvl,Inside,Somerst,2Story,7,5,2004,2005,Gable,None,0.0,Gd,PConc,600.0,600.0,Ex,Y,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,0,No Fireplace,Detchd,RFn,2.0,480.0,Y,0,172,0,0,0,0,0,6,2010,WD ,151000
527451170,RM,24.0,1920,No Access,Reg,Lvl,Inside,BrDale,2Story,5,5,1971,1971,Gable,BrkFace,376.0,TA,CBlock,294.0,765.0,Ex,Y,765,600,0,1365,1.0,0.0,1,1,2,1,TA,6,0,No Fireplace,Detchd,Unf,2.0,440.0,Y,240,36,0,0,0,0,0,8,2007,WD ,122500
531371070,RL,68.0,10110,No Access,Reg,Lvl,Inside,SawyerW,2Story,6,5,2003,2003,Gable,None,0.0,Gd,PConc,200.0,835.0,Ex,Y,835,861,0,1696,1.0,0.0,2,1,3,1,Gd,7,0,No Fireplace,Attchd,RFn,2.0,542.0,Y,143,66,0,0,0,0,0,7,2008,WD ,188000
906394010,RL,91.0,10984,No Access,IR1,Lvl,Corner,CollgCr,2Story,7,5,2005,2006,Gable,None,0.0,Gd,PConc,945.0,945.0,Ex,Y,945,864,0,1809,0.0,0.0,2,1,3,1,Gd,8,0,No Fireplace,Attchd,RFn,2.0,638.0,Y,144,54,0,0,0,0,0,5,2006,New,209700
527256030,RL,85.0,14082,No Access,IR1,HLS,Inside,StoneBr,1Story,8,5,2006,2006,Hip,BrkFace,945.0,Gd,PConc,662.0,2220.0,Ex,Y,2234,0,0,2234,1.0,0.0,1,1,1,1,Gd,7,1,Gd,Attchd,RFn,2.0,724.0,Y,390,80,0,0,0,0,0,1,2007,WD ,441929
531382110,RL,50.0,8480,No Access,IR1,Lvl,Inside,SawyerW,2Story,6,5,1993,1994,Gable,BrkFace,120.0,Gd,PConc,284.0,886.0,Ex,Y,886,794,0,1680,0.0,1.0,2,1,3,1,Gd,7,0,No Fireplace,Attchd,RFn,2.0,474.0,Y,144,96,0,0,0,0,0,10,2008,WD ,163000
906475110,RL,0.0,12205,No Access,IR1,Low,Inside,ClearCr,2Story,6,8,1966,2007,Gable,BrkFace,157.0,TA,CBlock,264.0,832.0,Gd,Y,976,1111,0,2087,0.0,0.0,2,1,5,1,Gd,9,0,No Fireplace,Attchd,Fin,2.0,444.0,Y,133,168,0,0,0,0,0,7,2007,WD ,187500
907275010,RL,90.0,15750,No Access,Reg,Lvl,FR3,CollgCr,1Story,8,5,1999,2000,Gable,BrkFace,260.0,Gd,PConc,216.0,1462.0,Ex,Y,1513,0,0,1513,1.0,0.0,2,0,2,1,Gd,5,1,TA,Attchd,Fin,2.0,521.0,Y,135,34,0,0,0,0,0,6,2009,WD ,220000
534201040,RL,70.0,8050,No Access,Reg,Lvl,Inside,NAmes,1Story,5,6,1967,1993,Gable,None,0.0,TA,CBlock,437.0,949.0,TA,Y,1107,0,0,1107,1.0,0.0,1,0,3,1,Gd,5,0,No Fireplace,Attchd,RFn,1.0,308.0,Y,88,64,0,0,0,0,0,3,2007,WD ,127000
535327140,RL,60.0,7200,No Access,Reg,Lvl,Inside,NAmes,1Story,5,7,1955,2007,Gable,None,0.0,TA,Slab,0.0,0.0,Ex,Y,827,0,0,827,0.0,0.0,1,0,2,1,TA,5,1,Po,Detchd,Unf,1.0,392.0,Y,0,0,0,0,0,0,0,4,2010,WD ,107500
902328040,RM,35.0,6300,Grvl,Reg,Lvl,Inside,OldTown,2.5Unf,6,6,1914,2001,Gable,None,0.0,TA,CBlock,742.0,742.0,Ex,Y,742,742,0,1484,0.0,0.0,2,0,3,1,TA,9,1,Gd,No Garage,No Garage,0.0,0.0,Y,0,291,134,0,0,0,0,6,2008,WD ,128000
902100030,RM,30.0,5232,Grvl,IR3,Bnk,Inside,OldTown,1Story,5,5,1925,2004,Gable,None,0.0,TA,BrkTil,680.0,680.0,Gd,N,764,0,0,764,0.0,0.0,1,0,2,1,TA,4,0,No Fireplace,Detchd,Unf,2.0,504.0,N,0,0,0,0,0,0,0,6,2008,WD ,73000
528164040,RL,72.0,11846,No Access,IR1,HLS,Inside,NridgHt,1Story,9,5,2003,2004,Hip,BrkFace,562.0,Gd,PConc,225.0,1792.0,Ex,Y,1792,0,0,1792,1.0,0.0,2,0,2,1,Ex,6,1,Gd,Attchd,Fin,3.0,874.0,Y,206,49,0,0,0,0,0,8,2006,WD ,374000
528178070,RL,130.0,16900,No Access,Reg,Lvl,Inside,NridgHt,2Story,8,5,2001,2002,Gable,BrkFace,1110.0,Gd,PConc,404.0,1479.0,Ex,Y,1515,1134,0,2649,1.0,0.0,2,1,4,1,Gd,10,1,TA,Attchd,Fin,3.0,746.0,Y,0,60,0,0,0,0,0,1,2008,WD ,421250
527164060,RL,0.0,9636,No Access,IR1,Lvl,Corner,Gilbert,2Story,6,5,1992,1993,Gable,None,0.0,TA,PConc,808.0,808.0,Gd,Y,808,785,0,1593,0.0,0.0,2,1,3,1,TA,7,1,TA,BuiltIn,RFn,2.0,389.0,Y,342,40,0,0,0,0,0,12,2009,WD ,178000
908128050,RL,90.0,10012,No Access,Reg,Lvl,Inside,Edwards,SFoyer,4,5,1972,1972,Gable,None,0.0,TA,CBlock,38.0,1138.0,TA,Y,1181,0,0,1181,1.0,0.0,2,0,3,1,TA,6,0,No Fireplace,Detchd,RFn,2.0,588.0,Y,0,0,180,0,0,0,0,4,2008,WD ,137500
528390020,RL,91.0,14303,No Access,IR1,Lvl,Corner,NoRidge,1Story,8,5,1994,1994,Hip,BrkFace,554.0,Gd,PConc,672.0,1986.0,Ex,Y,1987,0,0,1987,1.0,0.0,2,0,2,1,Gd,7,1,TA,Attchd,Fin,2.0,691.0,Y,262,36,0,0,0,0,0,8,2008,WD ,301500
909250080,RL,43.0,5707,No Access,Reg,Bnk,Inside,SWISU,2Story,6,6,1935,1950,Gable,None,0.0,TA,BrkTil,583.0,583.0,Gd,Y,647,595,0,1242,0.0,0.0,1,1,3,1,TA,6,1,Gd,Detchd,Unf,1.0,180.0,Y,329,96,0,0,0,0,0,3,2009,WD ,105000
534201260,RL,78.0,9360,No Access,Reg,Lvl,Inside,NAmes,1Story,6,7,1968,2004,Hip,BrkFace,203.0,TA,CBlock,216.0,976.0,TA,Y,976,0,0,976,1.0,0.0,1,0,2,1,Gd,4,1,Fa,Attchd,RFn,2.0,504.0,Y,94,0,0,0,0,0,0,8,2006,WD ,157500
903430050,RM,40.0,5680,Grvl,Reg,Lvl,Inside,OldTown,1.5Fin,5,3,1901,1950,Gable,None,0.0,TA,CBlock,969.0,969.0,TA,N,969,245,0,1214,0.0,0.0,1,0,2,1,TA,6,0,No Fireplace,Detchd,Unf,1.0,216.0,N,0,0,77,0,0,0,0,9,2007,WD ,117000
535478090,RL,70.0,7000,No Access,Reg,Lvl,Inside,NAmes,1Story,5,6,1962,1962,Gable,None,0.0,TA,CBlock,396.0,864.0,Gd,Y,864,0,0,864,0.0,1.0,1,0,3,1,TA,5,0,No Fireplace,Attchd,Unf,1.0,336.0,Y,0,0,0,0,0,0,0,2,2006,WD ,105000
909256060,RL,51.0,10480,No Access,Reg,Lvl,Inside,SWISU,1.5Fin,6,5,1936,1950,Gable,None,0.0,TA,BrkTil,1064.0,1064.0,Ex,Y,1166,0,473,1639,0.0,0.0,1,0,3,1,TA,6,0,No Fireplace,Detchd,Unf,1.0,240.0,Y,0,0,0,0,0,0,0,3,2008,WD ,115000
528112040,RL,95.0,11578,No Access,Reg,Lvl,Inside,NridgHt,1Story,9,5,2008,2008,Gable,Stone,302.0,Ex,PConc,1736.0,1736.0,Ex,Y,1736,0,0,1736,0.0,0.0,2,0,3,1,Ex,7,1,Gd,Attchd,RFn,3.0,834.0,Y,319,90,0,0,0,0,0,7,2009,WD ,360000
906226110,RL,64.0,7018,No Access,Reg,Bnk,Inside,SawyerW,1Story,5,5,1979,1979,Gable,None,0.0,TA,Slab,0.0,0.0,TA,Y,1535,0,0,1535,0.0,0.0,2,0,4,2,TA,8,0,No Fireplace,Attchd,Unf,2.0,400.0,Y,0,0,0,0,0,0,0,6,2009,WD ,118858
534251280,RL,0.0,9130,No Access,Reg,Lvl,Inside,NWAmes,2Story,6,8,1966,2000,Hip,BrkFace,252.0,TA,CBlock,336.0,800.0,Gd,Y,800,832,0,1632,0.0,1.0,1,1,4,1,Gd,7,0,No Fireplace,Attchd,Unf,2.0,484.0,Y,0,40,0,0,0,0,0,7,2008,WD ,173000
535383120,RL,60.0,10800,Grvl,Reg,Lvl,Corner,OldTown,1Story,3,5,1890,1998,Gable,None,0.0,TA,BrkTil,630.0,630.0,TA,Y,725,0,0,725,0.0,0.0,1,1,1,1,TA,4,0,No Fireplace,Detchd,Unf,1.0,320.0,Y,0,30,0,0,0,0,0,11,2009,WD ,78500
528240020,RL,62.0,8244,No Access,IR1,Lvl,Inside,Gilbert,2Story,7,5,2004,2004,Gable,None,0.0,Gd,PConc,840.0,840.0,Ex,Y,840,880,0,1720,0.0,0.0,2,1,3,1,Gd,7,1,Gd,Attchd,Fin,2.0,440.0,Y,100,48,0,0,0,0,0,5,2007,WD ,183500
902135020,RM,60.0,6000,Pave,Reg,Bnk,Inside,OldTown,1Story,4,4,1953,1953,Gable,None,0.0,Fa,CBlock,936.0,936.0,TA,N,936,0,0,936,0.0,0.0,1,0,2,1,TA,4,0,No Fireplace,Detchd,Unf,2.0,576.0,Y,0,32,112,0,0,0,0,2,2009,WD ,93000
528228375,RL,0.0,3621,No Access,Reg,Lvl,Inside,Blmngtn,1Story,8,5,2003,2003,Hip,BrkFace,72.0,Gd,PConc,322.0,1406.0,Ex,Y,1589,0,0,1589,1.0,0.0,2,0,2,1,Gd,7,1,TA,Attchd,Fin,3.0,630.0,Y,143,20,0,0,0,0,0,11,2007,WD ,226500
527163040,RL,59.0,7837,No Access,IR1,Lvl,Inside,Gilbert,2Story,6,7,1993,1994,Gable,None,0.0,Gd,PConc,799.0,799.0,Gd,Y,799,772,0,1571,0.0,0.0,2,1,3,1,TA,7,1,TA,Attchd,RFn,2.0,380.0,Y,0,40,0,0,0,0,0,5,2009,WD ,178000
907192120,RL,72.0,10665,No Access,IR1,Lvl,Inside,CollgCr,1Story,7,5,2003,2003,Gable,BrkFace,167.0,Gd,PConc,440.0,1453.0,Ex,Y,1479,0,0,1479,1.0,0.0,2,0,3,1,Gd,7,0,No Fireplace,Attchd,RFn,2.0,558.0,Y,144,29,0,0,0,0,0,6,2007,WD ,226000
924100060,RL,70.0,10457,No Access,IR1,Lvl,Inside,Mitchel,2Story,5,7,1969,1969,Gable,BrkFace,178.0,Gd,CBlock,0.0,784.0,Ex,Y,784,848,0,1632,0.0,0.0,1,1,4,1,TA,7,1,TA,Attchd,RFn,2.0,898.0,Y,0,173,368,0,0,0,0,4,2009,WD ,173000
532378120,RL,60.0,8281,No Access,IR1,Lvl,Inside,Sawyer,1Story,5,5,1965,1965,Gable,None,0.0,TA,CBlock,0.0,864.0,Gd,Y,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,1,Po,Detchd,Unf,1.0,360.0,Y,0,0,236,0,0,0,0,12,2009,WD ,62383
528104080,RL,67.0,14948,No Access,IR1,Lvl,Inside,NridgHt,2Story,9,5,2008,2008,Hip,Stone,268.0,Ex,PConc,122.0,1452.0,Ex,Y,1476,1237,0,2713,1.0,0.0,2,1,3,1,Ex,11,1,Gd,Attchd,Fin,3.0,858.0,Y,126,66,0,0,0,0,0,11,2008,New,446261
909250070,RL,43.0,7000,No Access,Reg,Lvl,Inside,SWISU,2Story,7,8,1926,1997,Gable,None,0.0,TA,BrkTil,200.0,624.0,Ex,Y,743,736,0,1479,1.0,0.0,1,0,3,1,Gd,6,2,Gd,Detchd,Unf,1.0,312.0,Y,530,0,56,0,0,0,0,5,2006,WD ,160000
528228405,RM,0.0,3940,No Access,Reg,Lvl,Inside,Blmngtn,1Story,7,5,2004,2004,Hip,BrkFace,24.0,Gd,PConc,306.0,1393.0,Ex,Y,1576,0,0,1576,1.0,0.0,2,0,2,1,Gd,7,1,TA,Attchd,RFn,3.0,668.0,Y,143,20,0,0,0,0,0,5,2008,WD ,219990
907187080,RL,93.0,9382,No Access,IR1,Lvl,CulDSac,CollgCr,1Story,7,5,1999,2000,Gable,BrkFace,125.0,Gd,PConc,1468.0,1468.0,Ex,Y,1479,0,0,1479,0.0,0.0,2,0,3,1,Gd,6,0,No Fireplace,Attchd,RFn,2.0,577.0,Y,120,25,0,0,0,0,0,7,2008,WD ,191000
903201090,RL,55.0,6854,No Access,Reg,Bnk,Inside,BrkSide,1Story,5,7,1925,1994,Gable,None,0.0,TA,PConc,212.0,756.0,TA,N,916,144,0,1060,1.0,0.0,1,0,1,1,TA,6,1,Gd,Detchd,Unf,1.0,308.0,Y,0,65,0,0,150,0,0,8,2007,WD ,136500
905475520,RL,0.0,11515,No Access,IR1,Lvl,CulDSac,Edwards,1Story,4,5,1958,1994,Gable,None,0.0,TA,Slab,0.0,0.0,TA,N,943,0,0,943,0.0,0.0,1,0,3,1,Gd,5,0,No Fireplace,Detchd,Unf,1.0,308.0,N,0,0,60,0,0,0,0,8,2007,WD ,80000
527302080,RL,0.0,13837,No Access,IR1,Lvl,Corner,NWAmes,1.5Fin,7,5,1988,1988,Gable,BrkFace,178.0,Gd,PConc,0.0,1204.0,Gd,Y,1377,806,0,2183,0.0,0.0,2,1,4,1,Gd,9,0,No Fireplace,Attchd,Unf,3.0,786.0,Y,0,0,0,0,0,0,0,2,2006,WD ,229000
906223090,RL,80.0,9938,No Access,Reg,Lvl,Inside,SawyerW,2Story,7,5,1993,1994,Gable,BrkFace,246.0,Gd,PConc,300.0,1050.0,Ex,Y,1062,887,0,1949,1.0,0.0,2,1,3,1,Gd,8,1,TA,Attchd,Fin,2.0,574.0,Y,156,90,0,0,0,0,0,6,2010,WD ,236000
921128030,RL,85.0,12633,No Access,IR1,HLS,Inside,Timber,1Story,10,5,2006,2007,Hip,BrkFace,242.0,Ex,PConc,1824.0,1824.0,Ex,Y,1824,0,0,1824,0.0,0.0,2,0,3,1,Ex,8,1,Gd,Attchd,Fin,3.0,932.0,Y,160,36,0,0,108,0,0,9,2007,New,392000
903451090,RM,57.0,6876,No Access,Reg,Lvl,Inside,IDOTRR,2Story,6,5,1927,1950,Gable,None,0.0,TA,CBlock,198.0,720.0,Fa,Y,1146,784,0,1930,1.0,0.0,2,0,4,1,TA,8,0,No Fireplace,Attchd,Unf,1.0,316.0,Y,0,0,213,0,0,0,0,8,2009,WD ,149000
533236090,FV,36.0,3951,Pave,IR1,Lvl,Inside,Somerst,2Story,10,5,1998,1999,Gable,None,0.0,Ex,PConc,0.0,970.0,Ex,Y,1469,924,0,2393,1.0,0.0,2,1,2,1,Ex,7,1,TA,Attchd,Fin,2.0,846.0,Y,0,90,0,0,94,0,0,2,2008,WD ,345000
902100110,RM,62.0,9856,Grvl,Reg,Lvl,Corner,OldTown,2Story,5,8,1900,2005,Hip,None,0.0,Gd,PConc,716.0,716.0,Ex,Y,1007,1007,0,2014,0.0,0.0,2,0,5,1,TA,8,0,No Fireplace,Detchd,Unf,2.0,624.0,Y,0,72,167,0,0,0,0,6,2006,WD ,169000
