Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,After 1999,PID 9,Bath Log,Floating Village,Regular Lot Shape,Hillside,CulDSac,NH1,NH2,NH3,NH4,1 Story,Hip Roof,Stone Vnr,Has Vnr,Exter Qual Num,PConc Foundation,Has Central Air,Excellent Heating,Kitchen Qual Num,Fireplace Qu Num,Attached or BuiltIn Garage,Finished Garage,Fully Paved Drive,New Sale,Has Alley Access,Total SF,1.5P Gr Liv Area,1.5P Total SF,P3 Overall Qual,SalePrice
78.0,12090,6,7,1984,2003,74.0,585.0,1140,728,0,1868,3,1,7,1,477.0,268,112,0,0,147,0,0,1,2007,0,0,1.252762968495368,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,2453.0,80735.64288466402,121491.61978095444,216,178000
96.0,12539,10,5,2005,2006,468.0,1620.0,1632,1158,0,2790,4,1,10,1,1150.0,30,200,0,0,192,0,0,6,2008,1,0,1.0986122886681098,0,1,0,0,0,0,0,1,0,1,0,1,2,1,1,1,2,2,1,1,1,0,0,4410.0,147369.0571320859,292858.5341081936,1000,460000
0.0,11888,6,6,1916,1994,0.0,844.0,1445,689,0,2134,5,1,10,0,441.0,0,60,268,0,0,0,0,7,2009,0,1,0.6931471805599453,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2978.0,98580.63757148257,162512.60059453853,216,214500
0.0,7082,5,8,1916,1995,0.0,686.0,948,980,0,1928,5,2,10,0,0.0,0,0,228,0,0,0,0,7,2006,0,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2614.0,84656.54583078617,133646.74161385305,125,160000
0.0,8755,7,5,1999,1999,298.0,992.0,1022,1038,0,2060,3,1,8,1,390.0,0,0,0,168,0,0,0,6,2009,0,0,1.0986122886681098,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,0,1,1,1,0,0,3052.0,93497.67911558019,168607.4630851197,343,214000
68.0,4080,6,8,1935,1998,0.0,901.0,861,517,0,1378,3,1,6,0,162.0,54,0,40,0,0,0,0,6,2009,0,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2279.0,51153.32004865373,108796.89167894458,216,128900
0.0,32463,4,4,1961,1975,149.0,1249.0,1622,0,0,1622,3,1,7,1,1356.0,439,0,0,0,0,0,0,3,2007,0,1,0.4054651081081644,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,2871.0,65324.52715481376,153833.09887992244,64,168000
112.0,12217,8,5,2007,2007,0.0,955.0,955,925,0,1880,3,1,8,1,880.0,168,127,0,0,0,0,0,12,2007,1,0,1.0986122886681098,1,0,0,0,0,0,1,0,0,1,0,1,2,1,1,1,2,1,1,1,1,1,0,2835.0,81514.85754143228,150948.7756657867,512,310013
0.0,3696,8,5,1986,1986,0.0,1074.0,1088,0,0,1088,2,1,5,0,461.0,0,74,137,0,0,0,0,10,2007,0,0,0.4054651081081644,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,1,1,0,1,1,1,0,0,2162.0,35887.511365376115,100527.18800404198,512,170000
70.0,7560,5,5,1959,1959,0.0,1040.0,1040,0,0,1040,3,1,6,0,286.0,140,0,252,0,0,0,0,7,2006,0,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,2080.0,33538.99223292197,94862.59536824828,125,133700
55.0,10592,6,7,1923,1996,0.0,602.0,900,602,0,1502,3,1,7,2,180.0,96,0,112,0,53,0,0,8,2007,0,1,0.4054651081081644,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,2104.0,58210.97841472861,96509.17502496848,216,165000
21.0,1680,6,3,1971,1971,604.0,483.0,483,504,0,987,2,1,5,0,264.0,0,0,0,0,0,0,0,8,2008,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1470.0,31008.140914927488,56360.65116728159,216,89500
75.0,10382,6,5,1958,1958,105.0,588.0,1095,0,0,1095,2,1,6,0,264.0,0,0,0,0,0,0,0,3,2006,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1683.0,36234.40871602571,69044.0365781144,216,140000
24.0,2522,7,5,2004,2004,50.0,970.0,970,739,0,1709,3,1,7,0,380.0,0,40,0,0,0,0,0,5,2006,1,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,1,0,0,0,1,0,0,2679.0,70650.15094817562,138662.51418101433,343,134000
70.0,9370,6,5,1992,1993,0.0,836.0,844,887,0,1731,3,1,7,0,462.0,307,85,0,0,224,0,3000,10,2006,0,0,1.0986122886681098,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,1,1,1,0,0,2567.0,72018.75374511836,130058.51860989345,216,248500
0.0,10246,4,9,1965,2001,0.0,648.0,960,0,0,960,0,1,3,0,364.0,88,0,0,0,0,0,0,5,2006,0,1,-0.2876820724517809,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1608.0,29744.51209887296,64480.59950093516,64,145000
85.0,11475,6,6,1975,1975,0.0,713.0,811,741,0,1552,3,1,6,1,434.0,209,208,0,0,0,0,0,2,2006,0,0,1.0986122886681098,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,2265.0,61141.70923355022,107795.91655067459,216,179900
75.0,9986,8,5,2006,2007,428.0,1795.0,1795,0,0,1795,2,1,7,1,895.0,0,49,0,0,0,0,0,2,2007,1,0,0.6931471805599453,0,1,0,0,0,0,1,0,1,0,0,1,2,1,1,1,1,1,1,1,1,1,0,3590.0,76049.55538989035,215100.6252896537,512,147000
63.0,10475,5,5,1991,1991,0.0,624.0,624,650,0,1274,3,1,6,0,576.0,22,0,0,0,0,0,0,3,2010,0,1,0.4054651081081644,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1898.0,45473.05602222046,82688.3473773663,125,136000
50.0,6000,6,6,1940,1950,0.0,572.0,848,348,0,1196,3,1,6,2,576.0,0,0,0,0,0,0,0,3,2010,0,1,0.5596157879354227,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1768.0,41361.546586171076,74340.14280319886,216,128000
50.0,4280,4,9,1946,2001,0.0,560.0,704,0,0,704,2,1,4,0,220.0,0,0,24,0,0,0,0,9,2009,0,1,0.22314355131420976,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1264.0,18679.230819281613,44938.710973947615,64,88750
119.0,10895,5,6,1955,1955,0.0,972.0,972,0,0,972,3,1,5,0,305.0,0,0,205,0,0,0,0,6,2010,0,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1944.0,30303.96092922508,85712.54507946897,125,122500
78.0,17503,6,5,1948,1950,0.0,912.0,912,546,0,1458,3,1,6,1,330.0,192,0,0,0,0,0,0,1,2010,0,0,0.22314355131420976,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,2370.0,55671.93109637926,115377.87049516905,216,97500
109.0,9723,6,7,1963,1963,332.0,1008.0,1008,0,0,1008,2,1,5,0,430.0,0,0,0,0,0,0,0,10,2006,0,0,0.0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,2016.0,32003.007858637287,90518.17550083519,216,135000
90.0,11694,9,5,2007,2007,452.0,1822.0,1828,0,0,1828,3,1,9,1,774.0,0,108,0,0,260,0,0,7,2007,1,0,0.6931471805599453,0,1,0,0,0,0,0,1,1,1,0,1,2,1,1,1,1,1,1,0,1,1,0,3650.0,78156.35324143521,220515.58901810093,729,314813
105.0,8470,3,2,1915,1982,0.0,1013.0,1013,0,513,1526,2,1,6,0,0.0,0,0,156,0,0,0,0,10,2009,0,1,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2539.0,59611.74025307431,127936.3780126669,27,85000
50.0,6000,6,9,1937,2000,0.0,698.0,786,390,0,1176,2,1,4,0,624.0,210,0,0,0,0,0,0,7,2009,0,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1874.0,40328.399125182244,81124.93836053128,216,134900
70.0,10519,5,8,1955,1999,164.0,1057.0,1057,0,0,1057,3,1,6,0,288.0,0,0,0,0,0,0,0,3,2006,0,1,0.22314355131420976,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,2114.0,34364.693989616724,97198.03261383432,125,137000
91.0,10437,8,6,1995,1995,660.0,2109.0,2113,0,0,2113,2,1,7,1,839.0,236,46,0,0,0,0,0,8,2008,0,0,1.0986122886681098,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,1,0,1,1,1,0,0,4222.0,97129.07338691129,274332.5519292233,512,350000
65.0,7514,5,7,1967,1975,0.0,943.0,1387,0,0,1387,3,1,6,1,300.0,0,0,240,0,0,0,0,9,2006,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,2330.0,51655.276623013066,112469.27135889162,125,145000
118.0,13654,9,5,2005,2006,365.0,1704.0,1722,1036,0,2758,4,1,9,1,814.0,282,55,0,0,0,0,0,5,2007,1,0,0.9162907318741551,0,0,0,1,0,0,0,1,0,0,0,1,2,1,1,1,2,2,1,1,1,0,0,4462.0,144840.95937268573,298053.5843233562,729,418000
48.0,5747,3,4,1920,1950,0.0,798.0,840,0,0,840,2,1,5,0,250.0,112,0,0,0,0,0,0,6,2006,0,1,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1638.0,24345.512933598256,66293.48438572226,27,64000
55.0,4500,5,5,1932,2000,0.0,793.0,848,672,0,1520,3,1,6,0,281.0,0,0,56,0,0,0,0,7,2009,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,2313.0,59260.5096164385,111240.63240111501,125,159434
91.0,11830,8,5,2007,2007,164.0,1542.0,1542,0,0,1542,3,1,6,1,852.0,168,110,0,0,0,0,0,7,2007,1,0,0.9162907318741551,0,1,0,0,0,0,1,0,1,0,0,1,2,1,1,1,1,1,1,0,1,1,0,3084.0,60551.73067716562,171266.15749762123,512,260261
71.0,8520,5,4,1952,1952,0.0,910.0,910,475,0,1385,4,1,6,0,720.0,0,0,0,0,0,0,0,6,2010,0,0,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2295.0,51543.58956262165,109944.63322509198,125,166000
66.0,6760,5,5,1962,1962,0.0,896.0,936,0,0,936,3,1,6,1,288.0,24,90,160,0,0,0,0,10,2007,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1832.0,28636.09358833708,78413.0242242958,125,130000
51.0,6191,5,4,1941,1950,0.0,824.0,824,464,0,1288,4,1,6,0,240.0,0,0,0,0,0,0,0,11,2006,0,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2112.0,46224.6673541303,97060.13047590654,125,112000
80.0,8700,5,6,1963,1963,148.0,1120.0,1128,0,0,1128,3,1,6,0,525.0,192,20,123,0,0,0,0,12,2008,0,0,0.9162907318741551,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,2248.0,37884.68228717248,106584.60016343824,125,155000
92.0,12003,8,5,2009,2010,84.0,774.0,774,1194,0,1968,4,1,8,1,680.0,0,75,0,0,0,0,0,5,2010,1,1,0.9162907318741551,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,2,1,1,1,1,1,0,2742.0,87304.70337845493,143582.38919867575,512,269500
0.0,12700,6,5,1964,1964,0.0,1246.0,1246,0,0,1246,3,1,6,2,441.0,0,69,0,0,0,0,0,11,2006,0,0,0.4054651081081644,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,2492.0,43982.2115860492,124400.4802563077,216,172000
75.0,13125,7,6,1940,1984,0.0,800.0,960,780,0,1740,3,1,6,2,240.0,0,0,0,0,0,0,0,7,2007,0,1,0.4054651081081644,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,2540.0,72581.15457885746,128011.96819047819,343,219500
0.0,8638,5,6,1963,1963,0.0,925.0,925,0,0,925,2,1,5,0,484.0,203,74,0,0,0,0,0,10,2006,0,0,0.4054651081081644,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1850.0,28132.776702629268,79571.5087201443,125,133500
76.0,9967,7,5,2000,2000,0.0,384.0,774,656,0,1430,3,1,8,1,400.0,100,0,0,0,0,0,0,12,2007,1,0,0.9162907318741551,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1814.0,54075.93734740064,77260.21708486199,343,170000
60.0,9600,8,9,1900,2003,0.0,930.0,930,636,0,1566,3,1,7,0,288.0,54,228,246,0,0,0,0,4,2010,0,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2496.0,61970.87619196618,124700.12003201921,512,150000
0.0,12774,5,5,1953,1953,0.0,984.0,950,0,0,950,2,1,5,0,400.0,0,32,0,0,0,0,0,7,2008,0,0,0.0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1934.0,29280.966514102638,85052.03409678102,125,130000
70.0,8163,5,6,1959,1959,128.0,1144.0,1144,0,0,1144,3,1,6,1,796.0,86,0,0,0,0,0,0,3,2006,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,2288.0,38693.5909938584,109442.00232086399,125,143000
90.0,9900,5,5,1961,1961,0.0,1114.0,1114,0,0,1114,3,1,5,0,451.0,0,0,0,0,164,0,0,5,2008,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,2228.0,37181.5753297248,105165.3762033874,125,140000
95.0,13651,7,6,1973,1973,1115.0,2223.0,2223,0,0,2223,3,1,8,2,516.0,300,0,0,0,0,0,0,2,2007,0,0,0.9162907318741551,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,4446.0,104811.56218185091,296451.8654621691,343,244000
60.0,7200,5,7,1920,1996,0.0,530.0,581,530,0,1111,3,1,6,0,288.0,0,0,144,0,0,0,0,3,2007,0,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1641.0,37031.48162037269,66475.69270793648,125,101000
65.0,9750,5,5,1958,1958,0.0,960.0,960,0,0,960,3,1,5,0,624.0,0,0,0,0,0,0,4500,7,2006,0,1,0.0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1920.0,29744.51209887296,84130.18483279351,125,125000
73.0,11184,6,5,1998,1998,0.0,932.0,932,701,0,1633,3,1,7,1,460.0,0,39,0,0,0,0,0,4,2008,0,0,0.9162907318741551,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,2565.0,65990.17454894327,129906.55150915215,216,183000
92.0,5520,6,6,1912,1950,0.0,755.0,929,929,371,2229,5,1,8,0,0.0,0,198,30,0,0,0,0,7,2009,0,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,2984.0,105236.18668975041,163003.9873868121,216,104000
64.0,6390,6,7,1954,1954,0.0,936.0,984,0,0,984,2,1,4,0,280.0,0,0,0,0,0,0,0,6,2008,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1920.0,30866.873894192784,84130.18483279351,216,112500
79.0,10240,6,6,1980,1980,157.0,1686.0,1686,0,0,1686,3,1,7,1,612.0,384,131,0,0,0,0,0,5,2006,0,0,0.9162907318741551,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,3372.0,69228.72854530842,195808.41362924117,216,207500
78.0,9316,7,5,2005,2005,140.0,1614.0,1614,0,0,1614,3,1,7,1,576.0,100,45,0,0,0,0,0,3,2006,1,1,0.6931471805599453,0,1,0,0,0,1,0,0,1,0,0,1,2,1,1,1,1,1,1,1,1,0,0,3228.0,64841.83482906695,183400.4044488452,343,225000
60.0,7200,5,8,1972,1972,0.0,864.0,864,0,0,864,3,1,5,0,297.0,0,0,0,0,0,0,0,3,2006,0,1,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1728.0,25396.30965317599,71831.61109149648,125,119900
108.0,12228,7,5,2006,2006,206.0,1721.0,1740,0,0,1740,4,1,8,0,874.0,0,43,0,0,0,0,0,9,2006,1,0,0.6931471805599453,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,0,3461.0,72581.15457885746,203611.54481266526,343,293000
78.0,10335,5,6,1968,1993,0.0,1461.0,1721,0,0,1721,3,1,7,1,440.0,0,96,180,0,0,0,0,7,2006,0,1,0.9162907318741551,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,3182.0,71395.57662068428,179494.13519109754,125,180000
0.0,12328,6,5,1976,1976,335.0,1012.0,1034,0,0,1034,3,1,6,0,888.0,0,0,0,0,0,0,0,5,2010,0,1,0.4054651081081644,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,2046.0,33249.16997460237,92546.16867272249,216,169900
68.0,8930,6,5,1978,1978,0.0,0.0,1318,584,0,1902,4,2,8,0,539.0,0,0,0,0,0,0,0,4,2010,0,0,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1902.0,82949.88130190423,82949.88130190423,216,112000
81.0,9672,6,5,1984,1985,0.0,1040.0,1097,0,0,1097,3,1,6,0,480.0,0,0,0,0,0,0,0,5,2010,0,0,0.6931471805599453,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,2137.0,36333.726384724156,98788.58918417653,216,152000
120.0,13975,9,5,2005,2006,525.0,1090.0,1117,1089,0,2206,4,1,10,1,670.0,148,95,0,0,0,0,0,8,2006,1,0,0.9162907318741551,0,0,0,0,0,0,0,1,0,1,0,1,2,1,1,1,2,1,1,1,1,1,0,3296.0,103611.57182477255,189225.99804466616,729,300000
94.0,7819,6,5,1976,1976,0.0,1029.0,1117,0,0,1117,3,1,6,1,672.0,144,0,0,0,0,0,0,3,2010,0,1,0.4054651081081644,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2146.0,37331.871276430815,99413.31971119363,216,107000
60.0,11340,4,6,1885,1950,0.0,777.0,1246,1044,0,2290,4,2,11,0,560.0,0,0,114,0,0,0,0,4,2010,0,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3067.0,109585.53280428945,169851.99958493275,64,122500
21.0,1680,6,5,1972,1972,504.0,483.0,483,465,0,948,2,1,5,0,264.0,0,0,0,0,0,0,0,7,2006,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1431.0,29188.54898757388,54132.670274059084,216,89000
65.0,6001,6,5,1940,1950,0.0,600.0,600,319,0,919,3,1,5,0,231.0,0,0,45,0,0,0,0,3,2010,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1519.0,27859.49674706993,59202.03846997162,216,95000
78.0,11700,6,6,1968,1968,41.0,912.0,1152,0,0,1152,3,1,7,0,412.0,0,126,0,0,0,0,0,9,2007,0,0,0.6931471805599453,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,2064.0,39100.176572491335,93770.13460585412,216,143450
102.0,12858,9,5,2009,2010,162.0,1590.0,1627,707,0,2334,3,1,10,1,751.0,144,133,0,0,0,0,0,1,2010,1,0,0.9162907318741551,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,1,2,1,1,1,1,1,0,3924.0,112759.01606523534,245806.57644579,729,376162
73.0,9300,5,5,1960,1960,324.0,1268.0,1264,0,0,1264,3,1,6,2,461.0,0,0,0,0,143,0,0,4,2010,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,2532.0,44938.710973947615,127407.66369414362,125,167500
64.0,7018,5,5,1979,1979,275.0,1086.0,1224,0,0,1224,2,2,6,2,528.0,120,0,0,0,0,0,0,6,2009,0,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,2310.0,42822.51071574388,111024.28112804874,125,153337
54.0,6629,6,6,1925,1950,0.0,672.0,697,672,0,1369,3,1,6,0,300.0,147,0,0,0,0,0,0,7,2009,0,1,0.9162907318741551,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2041.0,50653.0,92207.1305322967,216,103600
75.0,10650,5,6,1976,1976,0.0,894.0,894,0,0,894,3,1,5,0,308.0,365,0,0,0,0,0,0,2,2010,0,1,0.4054651081081644,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1788.0,26730.45050125418,75605.13125443272,125,128200
0.0,2117,6,5,2000,2000,216.0,756.0,769,804,0,1573,3,1,5,0,440.0,0,32,0,0,0,0,0,6,2010,1,0,0.9162907318741551,1,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,0,0,0,1,0,0,2329.0,62386.85371935341,112396.8740179192,216,177500
105.0,13650,8,5,2002,2002,232.0,1671.0,1687,563,0,2250,3,1,7,1,756.0,238,130,0,0,0,0,0,6,2010,1,0,1.0986122886681098,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1,2,1,1,1,0,0,3921.0,106726.8710306828,245524.7420546451,512,320000
42.0,8433,6,5,2000,2000,0.0,794.0,819,695,0,1514,3,1,7,1,394.0,0,72,0,0,0,0,0,6,2009,1,0,1.0986122886681098,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,2308.0,58909.97151586478,110880.12496385454,216,190000
21.0,1680,6,5,1971,1971,236.0,672.0,672,546,0,1218,3,1,7,0,0.0,201,0,0,0,0,0,0,4,2006,0,0,0.4054651081081644,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1890.0,42508.0255010745,82166.10615089412,216,91500
50.0,6000,5,4,1954,1954,0.0,811.0,811,576,0,1387,3,2,7,0,256.0,0,0,0,0,0,0,0,11,2009,0,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,2198.0,51655.276623013066,103048.46622827533,125,93000
50.0,8500,4,4,1920,1950,0.0,649.0,649,668,0,1317,3,1,6,0,250.0,0,54,172,0,0,0,0,7,2008,0,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1966.0,47794.58141881776,87171.65075871858,64,40000
60.0,6882,6,7,1914,2006,0.0,684.0,773,582,0,1355,3,1,7,0,0.0,136,0,115,0,0,0,0,3,2007,0,1,0.4054651081081644,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,2039.0,49877.989885319155,92071.63145616569,216,127000
66.0,8712,4,7,1896,1950,0.0,756.0,952,0,0,952,3,1,5,0,330.0,0,0,265,0,0,0,0,6,2010,0,1,0.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1708.0,29373.48137351104,70588.14994034055,64,50138
0.0,7917,6,7,1976,1976,174.0,1143.0,1113,0,0,1113,3,1,6,1,504.0,370,30,0,0,0,0,0,5,2007,0,1,0.6931471805599453,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,2256.0,37131.52160900493,107154.06299343017,216,148000
71.0,6900,5,6,1940,1955,0.0,740.0,778,0,0,778,2,1,4,1,924.0,0,25,0,0,0,0,0,2,2008,0,1,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1518.0,21700.482759606984,59143.586566930484,125,120500
60.0,9900,6,7,1940,1950,0.0,778.0,944,545,0,1489,3,1,7,1,240.0,335,0,0,0,0,0,0,7,2009,0,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2267.0,57456.88095432957,107938.7241123407,216,139500
86.0,13286,9,5,2007,2008,340.0,1698.0,1698,0,0,1698,3,1,8,1,768.0,327,64,0,0,0,0,0,2,2009,1,1,0.9162907318741551,0,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,3396.0,69969.13885421201,197902.6102303858,729,320000
107.0,12888,7,8,1937,1980,0.0,1005.0,1262,1005,0,2267,3,1,7,2,498.0,521,0,0,0,0,0,0,4,2007,0,1,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,3272.0,107938.7241123407,187162.9761678308,343,219000
0.0,8885,5,5,1983,1983,0.0,864.0,902,0,0,902,2,1,5,0,484.0,164,0,0,0,0,0,0,6,2006,0,1,0.4054651081081644,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1766.0,27090.049981496897,74214.03570753985,125,131000
62.0,8857,6,5,2006,2006,0.0,738.0,738,757,0,1495,3,1,7,1,440.0,100,30,0,0,0,0,0,3,2007,1,0,0.9162907318741551,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,0,2233.0,57804.5186382518,105519.58745654761,216,171925
53.0,14137,5,5,1996,1997,0.0,1348.0,1384,0,0,1384,3,1,7,0,404.0,0,39,0,0,0,0,0,11,2008,0,0,0.9162907318741551,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,0,1,0,1,0,1,0,0,2732.0,51487.776258059544,142797.644126225,125,177900
53.0,6720,6,7,1921,1950,0.0,585.0,851,585,0,1436,3,1,7,1,228.0,184,0,0,0,0,0,0,4,2007,0,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2021.0,54416.63216333771,90855.13337726163,216,141500
60.0,7500,6,5,1998,1999,0.0,952.0,952,684,0,1636,3,1,7,1,440.0,0,84,0,0,0,0,0,10,2009,0,0,1.0986122886681098,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,2588.0,66172.10481766467,131657.74368414492,216,191000
